Row.names,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
FBgn0035023,2516.603156,1.95643264,0.196086714,9.977385006,1.91E-23,1.88E-21,2516.603156,2.189479022,0.195934032,11.17457238,5.43E-29,7.81E-27
FBgn0035049,7503.841482,2.572690066,0.399983158,6.431995988,1.26E-10,3.09E-09,7503.841482,3.364148142,0.399922857,8.411992667,4.03E-17,2.01E-15
FBgn0035087,2367.411305,1.667010211,0.240739328,6.924544594,4.37E-12,1.27E-10,2367.411305,1.698413736,0.240657663,7.057384814,1.70E-12,4.59E-11
FBgn0035146,68.80348811,2.191779045,0.286684042,7.645277465,2.08E-14,7.69E-13,68.80348811,2.178270246,0.284925926,7.64504051,2.09E-14,7.35E-13
FBgn0035151,138.7701841,1.731473237,0.236267267,7.328451612,2.33E-13,7.68E-12,138.7701841,1.989231827,0.233225153,8.529233679,1.47E-17,7.54E-16
FBgn0035157,367.5582389,1.749261421,0.298404766,5.86204251,4.57E-09,8.78E-08,367.5582389,1.402176099,0.298702817,4.694217856,2.68E-06,2.86E-05
FBgn0035193,330.7047563,1.880033732,0.60521327,3.106398727,0.001893812,0.009638045,330.7047563,3.061566213,0.603593384,5.072232884,3.93E-07,4.90E-06
FBgn0035431,276.8529444,3.235060292,0.31258393,10.34941334,4.21E-25,4.64E-23,276.8529444,4.181170558,0.308994191,13.53155071,1.02E-41,2.97E-39
FBgn0035480,685.78978,2.267998555,0.199211162,11.38489695,4.97E-30,9.31E-28,685.78978,3.025607151,0.198071322,15.27534184,1.12E-52,7.39E-50
FBgn0035499,10524.8673,1.939529716,0.265378048,7.3085537,2.70E-13,8.76E-12,10524.8673,2.45726481,0.265333781,9.261032636,2.02E-20,1.39E-18
FBgn0035710,4568.021399,1.849127977,0.205214691,9.010699829,2.05E-19,1.48E-17,4568.021399,2.123871624,0.205124509,10.35406074,4.01E-25,4.06E-23
FBgn0035770,1463.034446,1.860457123,0.178111442,10.44546665,1.54E-25,1.71E-23,1463.034446,2.744623981,0.17715728,15.49258368,3.89E-54,2.97E-51
FBgn0036449,110.6040725,2.113978798,0.325947101,6.485649937,8.84E-11,2.19E-09,110.6040725,2.616267023,0.323054046,8.098542803,5.56E-16,2.45E-14
FBgn0036589,70.10805078,3.268798724,0.734896856,4.447969398,8.67E-06,8.75E-05,70.10805078,2.704582091,0.73637824,3.672816422,0.000239892,0.001645257
FBgn0036690,2927.704824,10.20063602,0.699957098,14.57323034,4.16E-48,2.29E-45,2927.704824,9.492889375,0.700033918,13.56061348,6.86E-42,2.13E-39
