Row.names,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
FBgn0020386,1769.547708,-2.397596443,0.458576803,-5.228342185,1.71E-07,5.34E-06,1769.547708,-2.64460343,0.512926081,-5.155915301,2.52E-07,1.97E-05
FBgn0020445,464.4590641,-3.807673282,0.707354086,-5.382980542,7.33E-08,2.75E-06,464.4590641,-4.620047138,0.794182863,-5.817359393,5.98E-09,1.03E-06
FBgn0022710,138.8582403,-1.530244125,0.471421427,-3.246021577,0.0011703,0.007029998,138.8582403,-1.784565861,0.529423329,-3.370772995,0.000749576,0.008673928
FBgn0022774,203.9757192,-4.34684235,0.985152871,-4.412353128,1.02E-05,0.00015706,203.9757192,-4.029266469,1.101828995,-3.656889124,0.000255295,0.004060177
FBgn0023023,622.4175764,-4.536456494,0.82132429,-5.523343887,3.33E-08,1.38E-06,622.4175764,-5.209229882,0.921724198,-5.65161454,1.59E-08,2.31E-06
FBgn0023215,1630.061859,-1.462692874,0.451458848,-3.239925149,0.001195611,0.007159242,1630.061859,-1.525962099,0.504806189,-3.022867258,0.002503921,0.020605999
FBgn0023407,689.5754649,-2.357112303,0.45767042,-5.150239558,2.60E-07,7.39E-06,689.5754649,-2.241658878,0.511842814,-4.379584549,1.19E-05,0.000403381
FBgn0023515,132.0871611,-2.803211473,0.525683016,-5.332512913,9.69E-08,3.42E-06,132.0871611,-2.117119031,0.585701923,-3.614669762,0.000300731,0.004567136
FBgn0023526,314.3820432,-3.06728531,0.643356098,-4.767632293,1.86E-06,3.78E-05,314.3820432,-3.410641712,0.721056881,-4.730059168,2.24E-06,0.000111479
FBgn0023528,2603.778793,-3.932848597,0.652953433,-6.023168569,1.71E-09,1.18E-07,2603.778793,-3.79008117,0.730124567,-5.191006224,2.09E-07,1.67E-05
FBgn0024294,53.63812853,-7.553263729,1.484652364,-5.087563873,3.63E-07,9.58E-06,53.63812853,-7.850995501,1.737260027,-4.519182725,6.21E-06,0.000245994
FBgn0024366,94.76113252,-1.42327786,0.5716813,-2.489635154,0.012787429,0.045802599,94.76113252,-1.933633207,0.645449741,-2.995792058,0.00273733,0.021914908
FBgn0025186,550.597482,-2.534864782,0.52708981,-4.809170533,1.52E-06,3.15E-05,550.597482,-2.595455103,0.589761113,-4.400858322,1.08E-05,0.000378024
FBgn0025456,327.3708226,-2.656070213,0.737672541,-3.60060876,0.000317473,0.002486784,327.3708226,-3.552129661,0.82840145,-4.287932694,1.80E-05,0.000557646
FBgn0025549,147.963115,-1.626524396,0.463590867,-3.508534162,0.000450583,0.003286506,147.963115,-2.230251613,0.521761445,-4.27446611,1.92E-05,0.000580497
FBgn0025693,251.280655,-4.284975467,0.703803076,-6.08831591,1.14E-09,8.28E-08,251.280655,-4.887340636,0.793127191,-6.162114588,7.18E-10,1.65E-07
FBgn0025697,128.7174354,-9.674013863,1.864321607,-5.189026306,2.11E-07,6.35E-06,128.7174354,-7.614557068,1.976555757,-3.852437272,0.000116948,0.002288249
FBgn0025709,256.2647087,-2.930744154,0.832788725,-3.519192881,0.000432862,0.003181855,256.2647087,-2.713761363,0.931265369,-2.914058068,0.003567635,0.026389309
FBgn0025865,625.8901855,-1.566720655,0.359441062,-4.358769268,1.31E-05,0.000193459,625.8901855,-1.564964018,0.402046892,-3.892491275,9.92E-05,0.002029814
FBgn0026084,12856.64645,-1.673207918,0.49180446,-3.402181265,0.000668503,0.004496897,12856.64645,-1.976979799,0.549875941,-3.595319694,0.000323993,0.004842444
FBgn0026144,61.06924757,-2.417932402,0.721948912,-3.349173831,0.000810529,0.005234726,61.06924757,-2.549012637,0.812312243,-3.137971463,0.001701214,0.015760465
FBgn0026179,2358.169947,-2.217325429,0.561373508,-3.949821998,7.82E-05,0.00080086,2358.169947,-2.249772747,0.627703373,-3.584133593,0.000338199,0.004975904
FBgn0026197,81.86569685,-1.762730403,0.548348008,-3.21461987,0.001306174,0.007708713,81.86569685,-2.72980603,0.622330902,-4.386422113,1.15E-05,0.000395177
FBgn0026263,84.91356231,-2.853792357,0.537093072,-5.313403777,1.08E-07,3.66E-06,84.91356231,-2.788082089,0.60267074,-4.626211134,3.72E-06,0.00016299
FBgn0026319,533.5286247,-3.317607552,0.897955203,-3.69462479,0.000220212,0.001847702,533.5286247,-3.93376109,1.005320839,-3.91294096,9.12E-05,0.001928044
FBgn0026404,194.9093347,-2.122256581,0.395592885,-5.364749122,8.11E-08,2.99E-06,194.9093347,-2.153586104,0.443392685,-4.857062773,1.19E-06,7.20E-05
FBgn0026598,106.0452685,-2.627013925,0.613124677,-4.284632514,1.83E-05,0.000253025,106.0452685,-1.813187504,0.681665754,-2.659936331,0.007815542,0.045254618
FBgn0027101,995.7034342,-1.437952948,0.296280394,-4.853351675,1.21E-06,2.61E-05,995.7034342,-1.572274073,0.331459101,-4.74349345,2.10E-06,0.000107669
FBgn0027280,731.8621329,-1.670034968,0.597880102,-2.793260661,0.005217963,0.02298487,731.8621329,-2.243192632,0.669051971,-3.352792802,0.000800006,0.009089376
FBgn0027335,1054.932524,-3.587562744,0.708847021,-5.061124106,4.17E-07,1.08E-05,1054.932524,-3.28855393,0.792553374,-4.149315411,3.33E-05,0.000898562
FBgn0027363,1629.728936,-1.598966898,0.419844919,-3.808470284,0.000139829,0.00129237,1629.728936,-1.684577471,0.469496603,-3.588050392,0.00033316,0.004934146
FBgn0027515,295.5499601,-2.233185003,0.387298938,-5.766049899,8.12E-09,4.48E-07,295.5499601,-1.630632483,0.431970264,-3.774872066,0.00016009,0.002864826
FBgn0027556,5369.449127,-3.84406465,0.892449846,-4.307317289,1.65E-05,0.000232256,5369.449127,-4.054975913,0.997877382,-4.063601386,4.83E-05,0.001202423
FBgn0027561,1240.641982,-2.512512942,0.606300236,-4.144007857,3.41E-05,0.000411156,1240.641982,-2.686174097,0.678184572,-3.960830437,7.47E-05,0.001649642
FBgn0027569,1931.968195,-3.139933789,0.725629793,-4.327184216,1.51E-05,0.000215809,1931.968195,-3.106872307,0.81143029,-3.828883817,0.000128726,0.002452551
FBgn0027660,2539.134636,-2.366284104,0.52778886,-4.483391531,7.35E-06,0.000118235,2539.134636,-2.468010209,0.590187101,-4.181742035,2.89E-05,0.000811976
FBgn0027932,9853.756126,-2.390325984,0.464222649,-5.149093847,2.62E-07,7.41E-06,9853.756126,-2.181364896,0.5190198,-4.202854875,2.64E-05,0.00075325
FBgn0028360,337.425333,-1.461946205,0.51042526,-2.864172912,0.004180997,0.019281956,337.425333,-1.776332622,0.571336316,-3.109084043,0.001876683,0.016937892
FBgn0028380,122.1523527,-1.624685011,0.353242406,-4.599348728,4.24E-06,7.39E-05,122.1523527,-1.903607837,0.398154969,-4.781072657,1.74E-06,9.40E-05
FBgn0028394,512.6144626,-3.336330559,0.614046109,-5.433355104,5.53E-08,2.14E-06,512.6144626,-3.809538845,0.688080438,-5.536473112,3.09E-08,3.78E-06
FBgn0028406,78.78417611,-2.34634177,0.478121938,-4.907412904,9.23E-07,2.10E-05,78.78417611,-2.250102232,0.535897126,-4.198757792,2.68E-05,0.000762643
FBgn0028421,558.9501088,-1.760439206,0.510564509,-3.448025031,0.000564702,0.003918839,558.9501088,-1.797632578,0.571041772,-3.147987883,0.001643985,0.015458049
FBgn0028552,75.83251976,-1.424817276,0.424866865,-3.353561773,0.000797786,0.005192491,75.83251976,-1.509651203,0.476568679,-3.167751618,0.001536227,0.014634503
FBgn0028939,504.1016027,-6.036564515,1.377230076,-4.383119873,1.17E-05,0.000175973,504.1016027,-4.731126235,1.535833175,-3.080494882,0.002066569,0.018096391
FBgn0028980,184.6453991,-1.556640638,0.35802714,-4.347828597,1.37E-05,0.000200106,184.6453991,-1.647468253,0.40120062,-4.106345234,4.02E-05,0.001032961
FBgn0029736,1174.030906,-1.874092036,0.520674016,-3.599357715,0.000319004,0.002496704,1174.030906,-1.955788794,0.58226821,-3.358913917,0.000782494,0.008934267
FBgn0029770,2259.508729,-10.07921417,2.002660984,-5.032910838,4.83E-07,1.22E-05,2259.508729,-11.01297924,2.284675309,-4.82036953,1.43E-06,8.19E-05
FBgn0029824,272.7320882,-4.398173326,1.009982087,-4.354704289,1.33E-05,0.000195435,272.7320882,-4.934454671,1.134608567,-4.34903703,1.37E-05,0.000441631
FBgn0029881,483.0266734,-2.920924837,0.505761499,-5.775300898,7.68E-09,4.31E-07,483.0266734,-3.035384802,0.566400372,-5.359079819,8.36E-08,8.13E-06
FBgn0029913,93.07392023,-2.719511408,0.644330724,-4.220676289,2.44E-05,0.000314243,93.07392023,-3.033231757,0.725149906,-4.182903055,2.88E-05,0.00081025
FBgn0029932,508.6195846,-4.880375098,1.038802746,-4.698076815,2.63E-06,5.01E-05,508.6195846,-3.755242673,1.160012641,-3.23724289,0.001206906,0.012372102
FBgn0030114,3364.119401,-4.317322629,0.947652119,-4.555809607,5.22E-06,8.88E-05,3364.119401,-4.508193559,1.059790603,-4.253853118,2.10E-05,0.000627111
FBgn0030183,546.4297919,-2.817513853,0.766043785,-3.678006281,0.000235064,0.001953207,546.4297919,-4.028123414,0.858727343,-4.690806048,2.72E-06,0.000128286
FBgn0030360,55.14201417,-3.051436119,0.581649175,-5.246179745,1.55E-07,5.04E-06,55.14201417,-2.614598922,0.647490304,-4.038051084,5.39E-05,0.001312672
FBgn0030505,2111.595128,-1.880400331,0.447358522,-4.203340808,2.63E-05,0.000332492,2111.595128,-1.617136379,0.500133192,-3.233411429,0.001223213,0.012498503
FBgn0030594,85.70575576,-2.813907075,1.127238601,-2.49628346,0.012550227,0.045055649,85.70575576,-4.439994293,1.289986065,-3.441893222,0.000577658,0.00723492
FBgn0030673,85.18870117,-2.250307274,0.463063464,-4.85960878,1.18E-06,2.56E-05,85.18870117,-2.115527543,0.518501139,-4.080082732,4.50E-05,0.001140752
FBgn0030788,354.0602348,-1.605382885,0.387403052,-4.143960341,3.41E-05,0.000411156,354.0602348,-1.541677469,0.433267373,-3.558258857,0.000373321,0.005334535
FBgn0030847,380.3804099,-1.892371041,0.527215582,-3.589368574,0.00033148,0.002572993,380.3804099,-1.639494537,0.589316526,-2.782027086,0.005402053,0.035111484
FBgn0030929,82.31116257,-1.6237698,0.649892671,-2.498519943,0.012471313,0.044893569,82.31116257,-2.227499981,0.731736011,-3.044130598,0.002333538,0.019667201
FBgn0030955,2581.645917,-1.995825333,0.462327315,-4.316909833,1.58E-05,0.000224399,2581.645917,-2.079626233,0.516982258,-4.022625925,5.76E-05,0.001363772
FBgn0031126,369.6349176,-1.910918317,0.444693279,-4.297160328,1.73E-05,0.000242072,369.6349176,-1.728574861,0.497176583,-3.476782533,0.000507469,0.006656387
FBgn0031195,110.1792672,-1.428503361,0.253859754,-5.627135992,1.83E-08,8.84E-07,110.1792672,-1.827405962,0.28835333,-6.337384624,2.34E-10,6.12E-08
FBgn0031213,908.8540233,-1.681016384,0.47795985,-3.517066095,0.000436345,0.003202468,908.8540233,-1.726784273,0.534516118,-3.230556039,0.001235497,0.012583121
FBgn0031220,256.8081636,-2.877447548,0.885067865,-3.251103856,0.001149579,0.006927588,256.8081636,-5.129039425,1.001291981,-5.122421352,3.02E-07,2.22E-05
FBgn0031244,119.8501994,-1.54886424,0.467692461,-3.311715213,0.000927259,0.005837769,119.8501994,-1.421913523,0.522842793,-2.719581376,0.006536461,0.040105168
FBgn0031322,589.4826849,-1.938517802,0.391880162,-4.946710734,7.55E-07,1.78E-05,589.4826849,-1.750803023,0.438130403,-3.996077453,6.44E-05,0.001484994
FBgn0031374,1436.791256,-2.668918176,0.389467863,-6.852730174,7.25E-12,1.34E-09,1436.791256,-2.676005698,0.435618657,-6.143000665,8.10E-10,1.82E-07
FBgn0031450,1473.193372,-1.706845194,0.484700324,-3.521444302,0.000429203,0.003162353,1473.193372,-1.962151507,0.542104349,-3.619508882,0.000295163,0.004526308
FBgn0031717,502.0861796,-4.657681396,0.851415034,-5.470518149,4.49E-08,1.80E-06,502.0861796,-4.761356701,0.953538228,-4.993356911,5.93E-07,3.93E-05
FBgn0031741,80.26074526,-5.961271516,1.137531797,-5.240531765,1.60E-07,5.14E-06,80.26074526,-5.782380448,1.279042306,-4.520867231,6.16E-06,0.000245074
FBgn0031799,766.6267026,-2.590053943,0.425550425,-6.086362012,1.16E-09,8.32E-08,766.6267026,-2.627864681,0.476177299,-5.518668542,3.42E-08,4.08E-06
FBgn0031894,203.2531415,-5.03780631,0.986731089,-5.105551415,3.30E-07,8.96E-06,203.2531415,-5.816127875,1.112937319,-5.225925825,1.73E-07,1.49E-05
FBgn0031895,138.2449612,-2.094727409,0.479148757,-4.37176843,1.23E-05,0.000184495,138.2449612,-2.08864173,0.536539413,-3.892802057,9.91E-05,0.002029814
FBgn0031896,139.2777966,-2.133365836,0.35588754,-5.994494313,2.04E-09,1.36E-07,139.2777966,-2.14485602,0.39956349,-5.367998017,7.96E-08,7.82E-06
FBgn0031969,279.071756,-3.85062707,0.561198045,-6.861440629,6.82E-12,1.29E-09,279.071756,-3.984036581,0.63001649,-6.323702065,2.55E-10,6.34E-08
FBgn0031992,518.6718055,-2.610897657,0.448878851,-5.816486235,6.01E-09,3.50E-07,518.6718055,-2.079640586,0.501523625,-4.146645307,3.37E-05,0.00090651
FBgn0032084,273.8611015,-4.485150555,1.093788979,-4.100562942,4.12E-05,0.0004781,273.8611015,-5.129555357,1.227555615,-4.178674509,2.93E-05,0.00081572
FBgn0032120,1140.725793,-1.424045478,0.308580624,-4.614824678,3.93E-06,6.99E-05,1140.725793,-1.504089578,0.345138562,-4.357929662,1.31E-05,0.000429957
FBgn0032218,807.9293868,-1.570408417,0.560112169,-2.803739149,0.005051375,0.022418599,807.9293868,-1.758244285,0.626442287,-2.806713917,0.005004967,0.03331111
FBgn0032253,217.7347329,-2.997852106,0.82978999,-3.612784127,0.000302927,0.00238672,217.7347329,-3.303957597,0.929898571,-3.553030082,0.000380821,0.005392676
FBgn0032350,740.3610473,-4.951641577,0.885185373,-5.593903525,2.22E-08,1.02E-06,740.3610473,-5.177673198,0.991113203,-5.224098703,1.75E-07,1.49E-05
FBgn0032401,80.61944488,-4.198215345,0.768218383,-5.464872276,4.63E-08,1.84E-06,80.61944488,-3.866710529,0.859336937,-4.499644276,6.81E-06,0.000263091
FBgn0032449,57.39607808,-5.984820793,1.147691054,-5.214661883,1.84E-07,5.69E-06,57.39607808,-4.510564634,1.237388306,-3.645229725,0.000267153,0.004201171
FBgn0032499,497.1919171,-2.121674805,0.59754533,-3.550650801,0.00038428,0.002901636,497.1919171,-2.445663256,0.668912375,-3.656178817,0.000256003,0.004063376
FBgn0032505,56.77211363,-3.792706965,0.985480304,-3.848587281,0.000118801,0.001127175,56.77211363,-4.294418031,1.111219,-3.864600975,0.000111271,0.002209255
FBgn0032516,289.4391878,-2.317470086,0.530916983,-4.365032873,1.27E-05,0.00018937,289.4391878,-2.477162008,0.594533392,-4.166564977,3.09E-05,0.00085023
FBgn0032689,3177.773813,-3.561211036,0.745174738,-4.779028131,1.76E-06,3.62E-05,3177.773813,-3.756810833,0.833277407,-4.508475573,6.53E-06,0.000254666
FBgn0032723,331.7610815,-2.019304422,0.545565602,-3.701304506,0.000214494,0.001809384,331.7610815,-1.778059615,0.609871502,-2.915465976,0.003551578,0.026332105
FBgn0032727,1166.672573,-2.018334076,0.673810687,-2.995402292,0.002740831,0.013934651,1166.672573,-2.059123379,0.753485452,-2.732797792,0.006279887,0.038897977
FBgn0032955,513.375544,-2.199497904,0.684087504,-3.215228888,0.001303405,0.007699723,513.375544,-2.545619197,0.765490529,-3.32547445,0.000882682,0.009724968
FBgn0033051,832.8393574,-1.625396723,0.589440551,-2.757524435,0.005824086,0.025028954,832.8393574,-2.036990241,0.65938589,-3.089223278,0.002006806,0.017754393
